"Year","ISO_Code","Countries","FREEDOM ALL AREAS","QUARTILE","Government consumption without interest payments","Government consumption plus interest payments","Government consumption","Transfers and subsidies","Government investment","Top marginal income tax rate","Top marginal income and payroll tax rate","Top marginal tax rate","State ownership","Size of Government","Judicial independence","Impartial courts","Property rights","Military interference","Legal integrity","Contracts","Real property","Police and crime","Disparity Index","Legal System & Property Rights -- Without Gender Adjustment","Legal System & Property Rights -- With Gender Adjustment","Money growth","Standard deviation of inflation","Inflation","Foreign currency bank accounts","Sound Money","Trade tax revenue","Mean tariff rate","Standard deviation of tariff rates","Tariffs","Non-tariff trade barriers","Costs of importing and exporting","Regulatory trade barriers","Black market exchange rates","Financial openness","Capital controls","Freedom of foreigners to visit","Protection of Foreign Assets","Controls of the movement of capital and people","Freedom to trade internationally","Ownership of banks","Private sector credit","Interest rate controls/negative real interest rates)","Credit market regulation","Labor regulations and minimum wage","Hiring and firing regulations","Flexible wage determination","Hours Regulations","Cost of worker dismissal","Conscription","Foreign Labor","Labor market regulations","Regulatory Burden","Bureacracy costs","Impartial Public Administration","Tax compliance","Business regulation","Market openness","Business Permits","Distorton of the business environment","Freedom to enter markets and compete","Regulation","Bank Region","Bank Current Income Classification, 1990-Present"
2019,"USA","United States",8.28,1,6.67941176470588,6.04076779391586,6.36008977931087,6.02452316076294,9.47428571428571,5,5,5,9.435,7.25877973087191,7.69891993433333,7.71670912520833,8.80011320083333,6.66666666666667,8.40591666666667,8.42174804192285,6.45167166449075,7.6545949775,1,7.72704253470274,7.72704253470274,9.5053684770579,9.76713265578875,9.27511596989594,10,9.63690427568565,9.37333333333333,9.34,6.5548,8.42271111111111,7.00796484916667,9.80118389831958,8.40457437374312,10,10,3.84615384615385,0.663753847891054,8.58424107208333,5.77353719153206,8.15020566909657,10,7.29283255880804,10,9.09761085293601,8.33333333333333,8.78235828571429,9.63235294117647,8.325,8.47144277777778,10,6.72004938166667,8.60921953138122,5.77377716666667,7.33333333333333,8.055,6.5191839340666,6.92032360851665,9.96375652508068,9.60384022463754,10,9.85586558323941,8.62075489401832,"North America","High Income"
2019,"URY","Uruguay",7.31,2,6.34411764705882,5.72336603579986,6.03374184142934,6.01362397820163,7.10285714285714,7,6,6.5,7,6.53004459249762,7.79115724388889,6.938658048,7.15388218583333,5.83333333333333,6.56225,4.88749798114092,8.1436911959459,5.0243838625,0.941176470588235,6.5418567313303,6.34944918040882,8.41316051898597,9.22506590933662,6.84720451648151,10,8.62135773620103,8.53333333333333,7.94,6.8688,7.78071111111111,5.3947683175,6.57398315171797,5.98437573460898,10,8.75,8.46153846153846,9.51380515310511,7.2374953825,8.49070974928589,8.0639491487515,5,7.73661067536289,10,7.57887022512096,3.5,5.92521542857143,6.61764705882353,3.675,7.11145122222222,10,7.3144173625,6.30624729601674,3.18344990333333,7.33333333333333,9.365,7.83643989287347,6.92955578238503,7.38468372961343,6.59497043963515,7.5,7.15988472308286,6.9936395066514,"Latin America & the Caribbean","High Income"
2019,"VEN","Venezuela, RB",2.56,4,9.91695061960796,NA,9.91695061960796,5.77384196185286,0,7,4,5.5,2.2875,4.69565851629217,1.896831634,1.21243537166667,0.490153829166667,1.66666666666667,1.44383333333333,1.74676156325786,8.79166405176743,0.6850376725,1,2.24167301529483,2.24167301529483,2.95627598203939,0,0,0,0.739068995509848,8.44666666666667,7.24,6.0808,7.25582222222222,4.38038210083333,0,2.19019105041667,0,0,0,6.63753847891054,1.56095524625,2.04962343129013,2.87390917598226,5,2.902,5,4.30066666666667,3.73333333333333,1.03739228571429,3.38588235294118,3.325,1.70778777777778,0,2.17854181916667,2.19541965270475,1.27739767166667,0,0.9175,0,0.548724417916667,1.11045520590176,4.97828246096384,0,2.02957922228854,2.26859748989415,"Latin America & the Caribbean","Upper-Middle Income"
2019,"VNM","Vietnam",6.16,4,7.52352941176471,NA,7.52352941176471,NA,6.86571428571429,7,7,7,4.745,6.53356092436975,3.84216724733333,3.88834219745833,4.98100250722222,5,5.33883333333333,5.58647244980197,9.04923426052661,5.1517856125,0.88235294117647,5.35472970102198,5.03974560096186,8.95417924598581,9.30908207473113,8.88167053019103,0,6.78623296272699,9.49807731228496,8.08,5.2384,7.60549243742832,4.94118432166667,5.74853703290115,5.34486067728391,10,4.58435922861099,0.769230769230769,1.83,5.087678035,3.06781700821044,6.50454253073067,NA,9.88829679624159,10,9.9441483981208,5.13333333333333,4.49137085714286,5.76732020588235,3.175,3.56454088888889,0,5.10732849416667,3.8912705399163,3.98400267,6,3.9225,4.09780931818043,4.50107799704511,4.2322276204061,8.21097489135813,3.75,5.39773417058808,5.93355777641757,"East Asia & Pacific","Lower-Middle Income"
2019,"YEM","Yemen, Rep.",5.22,4,8.46749435845912,NA,8.46749435845912,9.0203959600152,10,10,8,9,4.8025,8.25807806369486,2.55860788122222,1.910345155,2.68720150666667,4.16666666666667,2.73316666666667,2.21264861577653,6.02677755862866,1.71263118583333,0.411764705882353,3.00100565455759,2.11835693262889,9.91255952134725,6.97780982342031,6,10,8.22259233619189,8.92,8.48,7.8112,8.40373333333333,5.7728936275,5.6,5.68644681375,0,6.25,6.92307692307692,1.32750769578211,2.53144135083333,4.25800649242309,4.58704665987661,NA,0,0,0,3.13333333333333,9.17142857142857,6.47058823529412,3.175,4.25555555555556,10,2.47844755666667,5.52633617889689,2.94324795333333,0,1.22,6.11004351799153,2.56832286783122,2.07026273395273,NA,5,3.53513136697637,2.90744760342612,"Middle East & North Africa","Low Income"
2019,"ZMB","Zambia",6.34,3,3.08529411764706,0.309921945652298,1.69760803164968,9.54768392370572,7.29714285714286,5,4,4.5,8.4475,6.29798696249965,5.13802135422222,4.21878577641667,4.01900202833333,8.33333333333333,5.94058333333333,3.43137762920086,7.05233008053737,3.04087599083333,0.941176470588235,5.14678869077631,4.9954125528123,7.94117148685995,8.81174157057978,6.3398734227348,10,8.27319662004363,9,7.3,5.41,7.23666666666667,2.63759533583333,2.43080280918701,2.53419907251017,10,6.25,9.23076923076923,10,3.44661355041667,7.23184569529647,6.75067785861833,5,8.01835068913168,10,7.67278356304389,3.63333333333333,8.57142857142857,7.35294117647059,7.175,4.26666666666667,10,3.0684336025,6.29540047862845,4.21813329,3.11111111111111,5.315,4.11446320904299,4.18967690253853,2.34267691096949,7.84880624844423,0,3.39716105313791,5.3887554993372,"Sub-Saharan Africa","Lower-Middle Income"
2019,"ZWE","Zimbabwe",4.32,4,9.21176470588235,9.16965178713841,9.19070824651038,8.50136239782016,4.18857142857143,5,5,5,4.48,6.2721284145804,4.50645853433333,2.81268137041667,2.03752828611111,3.33333333333333,4.72125,2.6963288476815,6.71538447581057,1.9516325,1,3.59682466846081,3.59682466846081,0.36214020975823,0,0,5,1.34053505243956,9.24,6.5,1.32,5.68666666666667,3.84818156583333,1.33281018192973,2.59049587388153,10,3.33435922861099,0,10,1.75289173916667,3.77181274194441,5.51224382062315,8,8.06880066546505,4,6.68960022182168,5.16666666666667,8.30656721428571,6.23379079411765,10,4.00840501828199,10,2.66274730333333,6.62545385666934,2.40581472666667,2.66666666666667,1.59,4.89367149739496,2.88903822268207,2.08272789087835,7.99330672988902,0,3.35867820692246,4.89069262702389,"Sub-Saharan Africa","Lower-Middle Income"
2018,"ALB","Albania",7.69,1,7.71764705882353,7.0924258582974,7.40503645856046,6.73841961852861,7.62857142857143,9,7,8,8.0775,7.5699055011321,4.34778913066667,4.272453709375,4.4205751025,8.3,5.92425,4.51878780983691,6.62669215318262,5.303920905,1,5.46430860132015,5.46430860132015,9.80305067412564,9.73832731647503,9.1888,10,9.68254449765017,9.66666666666667,9.28,8.0992,9.01528888888889,8.40365330416667,9.40532777562155,8.90449053989411,10,4.58268314599991,4.61538461538462,8.51817438126853,6.90305292583333,6.1548237671216,8.51865079897615,10,9.38536585365854,10,9.79512195121951,5.88086352191061,8.087248,7.88,6.68807090893553,4.2839963125686,10,7.76457031583333,7.22639272274972,5.65153837166667,6.66666666666667,6.2075,3.58762486505591,5.52833247584731,6.81061934413366,5.62193955130783,6.25,6.22751963181383,7.19434169540759,"Europe & Central Asia","Upper-Middle Income"
2018,"DZA","Algeria",4.7,4,3.22058823529412,NA,3.22058823529412,7.81712901443272,5.87142857142857,7,2,4.5,2.435,4.76882916423108,4.27192227911111,3.35458371633333,5.06492773666667,4.2,4.44025,4.20212579123296,5.52162453571056,5.67370692916667,0.705882352941177,4.59114262352766,3.91597459065595,9.28288796362385,7.94406982847809,8.29204,5,7.62974944802548,8.48,6.22,5.9176,6.87253333333333,3.52880378583333,0.479289940828402,2.00404686333087,0,2.07482390105724,0,0.774379489206231,4.33241436875,1.79540443975337,2.66799615910439,0,5.6264129033432,10,5.2088043011144,2.96666666666667,4.256711,5.04006547058824,3.075,2.19975938888889,3,3.23148926083333,3.39567025528245,4.21515425,2.44444444444444,4,4.76476424301514,3.8560907343649,4.20125049078584,8.77111091375126,3.75,5.57412046817903,4.50867143973519,"Middle East & North Africa","Upper-Middle Income"
2018,"AGO","Angola",4.32,4,7.14705882352941,5.65460113361111,6.40082997857026,9.67302452316076,6.73428571428571,10,9,9.5,4.525,7.36662804320335,3.73854127377778,2.7638553,3.09747304833333,3.3,3.6675,3.14835251315291,6.85719510304923,1.9031153125,0.88235294117647,3.55950406885166,3.35012147656626,7.82060753495731,3.55206898268633,1.923852,0,3.32413212941091,9.4,8.16,4.4064,7.32213333333333,3.5975555575,2.51479289940828,3.05617422845414,0,2.5,2.30769230769231,0.110625641315176,2.72345958333333,1.9104443830852,3.07218798621817,5,10,6,7,3.63333333333333,5.35714285714286,4.65882352941176,3.625,2.47777777777778,0,3.55602045833333,3.32972827942844,2.937894265,2.44444444444444,4.745,4.64146165186923,3.69220009032842,2.80770132056505,7.91641552948681,1.25,3.99137228335062,4.50332516327687,"Sub-Saharan Africa","Lower-Middle Income"
2018,"ARG","Argentina",5.68,4,6.31470588235294,5.52021176501189,5.91745882368242,6.26158038147139,8.00571428571429,7,1,4,7.1475,6.26645069817362,5.08617161377778,4.63395249995833,4.79242841416667,7.5,4.87725,4.42524298848643,9.81593497632959,5.95577180416667,0.88235294117647,5.88584403711068,5.53961791728064,2.95467668370418,6.45311674201004,0,5,3.60194835642856,7.10666666666667,7.28,5.92,6.76888888888889,5.035343965,5.64971129297118,5.34252762898559,10,7.84897089004517,6.92307692307692,8.85005130521405,5.17908473791667,7.2002959640632,7.32792812048442,5,4.36541367162955,9,6.12180455720985,4.36666666666667,4.00968357142857,6.3833335,5.175,4.02145135933991,10,7.08607475,5.86317283534788,2.71423260333333,6.66666666666667,6.53,4.50414740263856,5.10376166815964,6.14482188864354,5.72652061398114,5,5.62378083420823,5.6781299737314,"Latin America & the Caribbean","Upper-Middle Income"
2018,"ARM","Armenia",7.48,2,8.06470588235294,7.42918862089614,7.74694725162454,7.71117166212534,10,5,5,5,9.08,7.90762378274998,4.950522488,4.633651169625,5.44738593777778,5.8,5.7615,4.94651655543285,8.13991274994929,7.0849307375,1,5.84555245478562,5.84555245478562,7.93198218740133,9.61736182711086,8.9919068,10,9.13531270362805,9.02666666666667,8.7,7.582,8.43622222222222,4.09487326916667,9.31538904587029,6.70513115751848,10,7.92517602443695,5.38461538461538,10,5.054189265,7.09099516851308,8.05808713706345,10,8.90700374918266,10,9.63566791639422,3.86666666666667,5.35714285714286,5.58823529411765,1.825,3.14444444444444,0,6.02424581833333,3.68653358295785,5.170405705,6,6.6425,6.02036890624905,5.95831865281226,5.59088257496205,9.30257422850955,5,6.63115226782387,6.47791810499705,"Europe & Central Asia","Upper-Middle Income"
2018,"AUS","Australia",8.3,1,3.97058823529412,3.67330824224814,3.82194823877113,6.86795787613226,9.91900014625723,6,5,5.5,7.84,6.78978125223212,8.46398871488889,8.21110316875,9.22286152833333,10,9.15775,8.19891991985406,8.10049393989243,7.95794487,1,8.66413276771484,8.66413276771484,9.4149713351359,9.28401730686826,9.23544,10,9.48360716050104,8.69333333333333,9.5,9.04,9.07777777777778,7.30961203583333,8.43343855952733,7.87152529768033,10,10,4.61538461538462,0.110625641315176,8.42666586208333,5.78816902969578,8.18436802628847,10,9.42869224582449,10,9.8095640819415,6.3,7.77085292857143,8.12653605882353,8,6.37498009143147,10,5.38898706416667,7.42305087757044,3.98175756166667,8.88888888888889,9.7,8.16151036043996,7.68303920274888,9.35715345255076,8.95308714135073,7.5,8.6034135313005,8.37976692339033,"East Asia & Pacific","High Income"
2018,"AUT","Austria",7.79,1,3.77058823529412,3.31645185656285,3.54352004592848,3.48701277196387,10,4,3,3.5,6.75,5.45610656357847,7.736642331,7.82588242770833,9.30941979083333,10,9.15425,7.43080704966461,7.61397477029497,9.29879506416667,1,8.54622142920849,8.54622142920849,7.46394761857355,9.86388205561136,9.20068,10,9.13212741854623,9.6,8.96,6.6952,8.4184,7.078798215,9.98165688246155,8.53022754873077,10,10,3.07692307692308,8.85005130521405,8.44981988291667,7.59419856626345,8.63570652874856,8,10,10,9.33333333333333,2.6,5.77301071428571,7.37918311764706,2.325,5.69498696318212,3,4.75124935333333,4.50334716406403,4.46609656,9.55555555555556,8.39,6.76578911635843,7.2943603079785,7.93514477756856,7.29629734734838,7.5,7.57714737497231,7.17704704508704,"Europe & Central Asia","High Income"
2018,"AZE","Azerbaijan",6.23,3,7.04411764705882,6.63883868488984,6.84147816597433,8.14713896457766,0,9,4,6.5,4.0125,5.1002234261104,4.09427699466667,2.86273174845833,4.65305328333333,5,3.95575,5.98908270759465,3.81550042593371,7.55186279583333,0.823529411764706,4.7402822444775,4.32202204643537,9.58220934141277,5.71580736611202,9.231248,10,8.6323161768812,9.04,8.2,6.688,7.976,5.81726908666667,8.19983032017125,7.00854970341896,10,4.82653930783272,4.61538461538462,2.32313846761869,4.36314364291667,4.03205150843817,7.25415030296428,5,10,10,8.33333333333333,1.2,6.69942435714286,5.8568624117647,1.825,3.46700383333333,1,7.50027537333333,3.93550942508203,7.21069574333333,6.22222222222222,2.6025,5.35885854580909,5.34856912784116,4.34383419487469,9.02450998304196,3.75,5.70611472597222,5.83088165305719,"Europe & Central Asia","Upper-Middle Income"
2018,"BHS","Bahamas, The",7.19,2,7.45,6.69900191485203,7.07450095742601,9.0708446866485,10,10,10,10,NA,9.03633641101863,6.072929284,6.76669474630061,4,10,6.7,4.748046726047,9.40339242163178,2.5,1,6.27388289724742,6.27388289724742,9.26935197839809,8.89466823398219,9.09365464,5,8.06441871309507,7,3.5,1.55,4.01666666666667,0,8.10592462163393,4.05296231081697,10,2.5,0.769230769230769,10,5,4.56730769230769,5.65923416744783,10,7.76932934840385,10,9.25644311613462,7.5261560198362,6.01632361180451,NA,6.68807090893553,6.0452245474056,10,5,6.87929584799697,0,5.77777777777778,NA,6.63127719874471,4.13635165884083,7.92297341373815,7.98203403611774,6.25,7.3850024832853,6.91427327656443,"Latin America & the Caribbean","High Income"
2018,"BHR","Bahrain",7.26,2,3.36764705882353,1.87679506642029,2.62222106262191,9.56403269754768,9.60857142857143,10,10,10,4.0225,7.1634650377482,5.35789575388889,5.36068608629167,7.671740055,5,5.0365,5.64289052014265,2.66615021528395,8.22546402583333,0.470588235294118,5.62016583205506,4.13247487651108,9.9416391742677,7.58317492677131,9.1660752,10,9.17272232525976,9.69333333333333,8.94,5.336,7.98977777777778,7.15586702,6.67397739985936,6.91492220992968,10,8.75,6.15384615384615,7.41191796811677,7.47811595583333,7.44847001944906,8.08829250178913,10,8.025,10,9.34166666666667,6.01248692174466,6.278187072561,8.25416757097464,6.68807090893553,6.46656981163241,10,6.01392587,7.10191545083546,6.06191158333333,8,2.475,9.87389507723713,6.60270166514262,8.05196184199232,9.75502655423129,6.25,8.01899613207454,7.76631997867982,"Middle East & North Africa","High Income"
2018,"BGD","Bangladesh",5.93,4,9.34117647058823,8.81173829482462,9.07645738270643,9.32697547683924,8.10857142857143,8,8,8,6.5625,8.21490085762342,3.210740854,3.216521963,3.70559094888889,4.2,3.298,2.21847801957412,7.57583755758465,3.341008425,0.764705882352941,3.84577222100596,3.39332843029937,8.41989608635835,9.81131968702055,7.782552,0,6.50344194334472,7.90769230769231,7.2,6.248,7.1185641025641,5.31612555166667,0,2.65806277583333,10,3.32482390105724,0,10,5.24989734083333,4.64368031047264,6.10507679721752,5,8.82962721956276,10,7.94320907318759,2.63333333333333,6.28595442857143,7.58496726470588,2.675,4.61211772222222,10,3.78775755583333,5.36844718638089,3.878718615,2.88888888888889,2.065,3.81197149325127,3.16114474928504,5.4460721940558,6.45488811619525,3.75,5.21698677008368,5.4224469447343,"South Asia","Lower-Middle Income"
2018,"BRB","Barbados",6.56,3,7.91764705882353,NA,7.91764705882353,6.64577656675749,10,5,1,3,7.1425,6.9411847251162,7.31546449711111,6.08131062554167,6.67553186416667,NA,7.5865,1.90150166456139,9.90550381253624,5.7000001275,0.88235294117647,6.45225894163101,6.07271429800566,9.30804222451442,8.88881289831395,8.5304744,0,6.68183238070709,8.00666666666667,7.86,5.6344,7.16702222222222,5.77898542083333,6.16403756637308,5.97151149360321,10,4.57482390105724,0,6.30566155496501,7.17112751153051,4.51290324188819,6.9128592394284,8,1.22257994982468,10,6.40752664994156,6.29218664639201,4.19471246721036,6.30325123049168,6.68807090893553,5.29282228985771,10,4.26870743416667,6.14853585386485,3.26388875666667,6.66666666666667,7.14,6.14927616062887,5.80495789599055,5.47776322246795,4.99963804101606,8.75,6.40913375449467,6.19253853857291,"Latin America & the Caribbean","High Income"
2018,"BLR","Belarus",5.77,4,5.08529411764706,4.52260665122789,4.80395038443748,5.7983651226158,10,10,5,7.5,3.93,6.40646310141066,3.77191055166667,3.728550119,0,5,4.80625,4.22819694657452,4.89930464934901,7.5,0.88235294117647,4.24177653332378,3.99226026665767,6.8364531950074,8.14785344661931,8.05108,5,7.00884666040668,7.83333333333333,8.64,6.5456,7.67297777777778,2.5,9.70083015901557,6.10041507950779,10,2.07482390105724,0.769230769230769,2.76564103287939,0,1.40242392579185,6.29395419576935,2,10,9,7,2.33333333333333,6.40699907142857,6.338889,3.075,3.74686079166667,1,5,3.98586888520408,0,6.44444444444444,5.6,6.54720725023613,4.64791292367014,5.5556518115154,8.33949721224047,1.25,5.04838300791862,5.17054120419821,"Europe & Central Asia","Upper-Middle Income"
2018,"BEL","Belgium",7.6,1,2.67647058823529,2.18225089001743,2.42936073912636,2.14170051377763,10,2,0,1,8.005,4.7152122505808,7.56584831277778,7.33086339375,8.92805457083333,10,8.3675,7.21215544137014,7.28823181147195,7.55105177583333,1,8.03046316325457,8.03046316325457,7.43177856577506,9.83192545357099,9.1787344,10,9.11060960483651,9.6,8.96,6.256,8.272,7.82180309333333,9.98165688246155,8.90172998789744,10,10,3.84615384615385,9.0713025878444,8.92720699291667,7.96116585672873,8.78372396115654,8,9.64487711942422,10,9.21495903980807,4.43333333333333,4.73346114285714,6.88751611764706,3.25,3.28490680555556,10,6.80608630166667,5.62790052872282,3.50340565,8.44444444444444,9.3425,6.7377658001889,7.00702897365834,8.07106091803548,7.45980067544981,7.5,7.67695386449509,7.38171060167108,"Europe & Central Asia","High Income"
2018,"BLZ","Belize",6.25,3,4.40588235294118,4.12569200285566,4.26578717789842,8.43125997214935,5.96873830969387,9,NA,9,NA,6.91644636493541,4.492780536,4.19326797333333,4.86636083333333,NA,NA,1.6645327804791,6.6144732941044,2.87146916666667,0.88235294117647,4.1171474306528,3.87496228767323,9.59328475129288,9.42603413421624,9.88,0,7.22482972137728,7.47333333333333,7.62,4.1452,6.41284444444444,4.44812,6.08996165945784,5.26904082972892,10,3.32482390105724,0,10,5,4.58120597526431,6.56577281235942,10,9.07672301690507,10,9.69224100563502,5.73278719709731,6.01632361180451,NA,6.68807090893553,6.0452245474056,10,4.42212416666667,6.48408840531827,0,4.66666666666667,NA,7.92611450461595,4.19759372376087,5.15072582361971,8.59907556689271,5,6.24993379683747,6.65596423288791,"Latin America & the Caribbean","Upper-Middle Income"
2018,"BEN","Benin",6.28,3,7.97941176470588,NA,7.97941176470588,9.77147463605558,8.07714285714286,4,3,3.5,7.955,7.45660585158086,5.615918668,3.96745777404167,3.86876534222222,NA,6.793,1.02460443407267,6.90120252663839,4.92369135208333,0.764705882352941,4.72780572815118,4.17159328954516,9.72594301237575,9.77140343726104,9.5903492,0,7.2719239124092,5.84,7.56,7.0232,6.80773333333333,3.81575902333333,5.16007875900801,4.48791889117067,10,2.07482390105724,0.769230769230769,5.97378463101949,3.85863880291667,3.16911952605604,6.11619293764001,10,5.98012062765824,10,8.66004020921942,5.73278719709731,5,7.73202968639455,6.68807090893553,6.93556721883726,1,5.66331863416667,5.53596766363304,4.53782598166667,4.22222222222222,8.7225,4.73674092684562,5.55482228268363,4.29380664509315,9.47569545231991,3.75,5.83983403247102,6.39766604700178,"Sub-Saharan Africa","Low Income"
2018,"BTN","Bhutan",6.74,3,3.68823529411765,3.30868050042196,3.4984578972698,9.86648501362398,8.55714285714286,9,8,8.5,5.2675,7.13791715360733,6.58434147688889,6.00226301966667,5.77092464111111,NA,7.578,6.1826774174521,6.7541258104178,8.98471872,0.941176470588235,6.83672158364808,6.6356415370702,8.19438196820639,9.05500608131173,8.910492,0,6.53997001237953,9,5.54,4.202,6.24733333333333,5.183095535,9.50118560833159,7.3421405716658,10,3.32482390105724,0,0.110625641315176,4.47109023708333,1.97663494486394,6.39152721246577,5,9.45152065522798,9,7.81717355174266,6.83513317070745,7.88677690292227,NA,8.63895039209333,9.05483357759714,10,5,7.9026156738867,0,4.44444444444444,8.425,7.20855751183693,5.01950048907034,6.76923377352168,8.47127716397824,6.25,7.16350364583331,6.97569834013325,"South Asia","Lower-Middle Income"
2018,"BOL","Bolivia",6.17,3,5.66764705882353,5.46995113059069,5.56879909470711,8.83651226158038,0,10,10,10,5.67,6.0150622712575,3.144301243,2.65862233354167,2.98904987055556,5,4.72475,4.23528733552852,7.66209937760555,3.85956446333333,1,4.28420932794558,4.28420932794558,9.25369918455916,8.32625425874081,9.09118,10,9.16778336082499,9.23793328514945,7.64,6.224,7.70064442838315,4.97658352083333,3.04500026168366,4.0107918912585,10,3.49042549729347,4.61538461538462,10,3.26924938782794,5.34376487512651,6.76380029869204,8,5.49720875209089,10,7.83240291736363,2.96666666666667,3.32526385714286,5.87254885294118,2.425,2.18006,3,4.72652276333333,3.49943744858343,1.85140252166667,2.22222222222222,4.8875,0,2.24028118597222,3.96088260458458,7.08385160851171,3.75,4.9315780710321,4.62592490573785,"Latin America & the Caribbean","Lower-Middle Income"
2018,"BIH","Bosnia and Herzegovina",6.86,2,5.70882352941176,5.38485533513932,5.54683943227554,5.65412712581039,9.39714285714286,10,3,6.5,6.925,6.80462188304576,4.133100942,3.54038467220833,4.35931382055556,NA,5.365,3.14652840499085,7.81329327754757,6.001024445,0.88235294117647,4.90837793747176,4.61964982350283,8.60121173127668,9.73861006795733,9.433156744,5,8.1932446358085,9.98666666666667,8.74,6.6988,8.47515555555555,4.34391498583333,9.58639200937294,6.96515349760314,10,3.32482390105724,3.07692307692308,10,6.07925852125,5.62025137480758,7.76514010699157,10,10,10,10,4.64689414846642,6.53589397046185,7.12226628944564,8.63895039209333,6.88122705581387,10,4.37161942333333,6.88526446851635,1.83598240166667,5.11111111111111,4.9625,3.946483410865,3.96401923091069,6.19033139623933,7.94674303518399,6.25,6.7956914771411,6.91124379414204,"Europe & Central Asia","Upper-Middle Income"
2018,"BWA","Botswana",6.91,2,0,0,0,8.76021798365123,7.50363917655157,9,9,9,5.85,6.22277143204056,6.90217159055556,5.63068568904167,5.76150933916667,8.3,6.72125,5.54790829622094,8.2356769852506,5.64816474916667,0.88235294117647,6.59342083117526,6.20557254698848,9.07803204661283,8.24144157782316,8.7048,10,9.006068406109,3.48666666666667,8.46,5.534,5.82688888888889,2.66139785416667,9.39586156364535,6.02862970890601,10,7.5,5.38461538461538,10,3.19650391708333,6.52027982542468,7.0939496058049,8,8.01337741143183,10,8.67112580381061,5.2,8.57142857142857,7.05882352941176,3.175,3.51111111111111,10,1.94428324666667,5.63723520837402,4.15234406833333,6.66666666666667,7.865,4.32744041193139,5.75286278673285,2.73922594745246,9.25526063320202,0,3.99816219355149,6.01484649811724,"Sub-Saharan Africa","Upper-Middle Income"
2018,"BRA","Brazil",6.59,3,4.86470588235294,2.77698005821429,3.82084297028362,5.15993608622294,10,8,3,5.5,8.2875,6.55365581130131,5.80175342877778,4.88359416616667,6.194345355,6.7,5.0165,3.95917938768409,4.80277325762963,3.1773306925,1,5.06693453596977,5.06693453596977,8.26889223992302,8.99461222977384,8.53406,10,8.94939111742422,8.62,7.32,6.1408,7.36026666666667,4.519023895,7.86568995616669,6.19235692558335,10,4.57482390105724,2.30769230769231,9.62443079442028,6.34941279875,5.71408995047996,7.31667838568249,5,4.57010154277297,6,5.19003384759099,3.66666666666667,4.77396928571429,7.27745114705882,3.75,6.75800466666667,1,4.69613293833333,4.56031781491997,1.13668143666667,6.22222222222222,6.72,1.25,3.83222591472222,7.35594162097095,5.39782123492817,7.5,6.75125428529971,5.08345796563322,"Latin America & the Caribbean","Upper-Middle Income"
2018,"BRN","Brunei Darussalam",7.29,2,0,NA,0,NA,10,10,10,10,NA,6.66666666666667,5.625269125,4.273734869,5.2674555775,8.3,8.3,5.91417736571916,8.72052302324266,8.23597431166667,0.705882352941177,6.82964178401606,5.82528269813135,9.31862218109279,5.08629152423979,9.5899792828,10,8.49872324703315,NA,9.96,9.2872,9.6236,6.2988352775,2.33727810650888,4.31805669200444,10,10,6.15384615384615,4.86752821786773,6.31529986875,6.83416856011597,7.6939563130301,NA,8.15189357699886,9,8.57594678849943,8.06910254415164,7.88677690292227,7.98612393994589,8.63895039209333,9.05483357759714,10,4.24789806166667,7.9833836311967,3.88777573833333,8.44444444444444,NA,9.70575518021998,7.34599178766592,6.82808854057282,9.5626955216377,5,7.13026135407017,7.75889589035806,"East Asia & Pacific","High Income"
2018,"BGR","Bulgaria",7.54,2,5.40882352941177,5.23061489977532,5.31971921459354,5.92779701818866,9.61428571428571,10,7,8.5,7.8775,7.44786038941358,5.80159777111111,4.45002020895833,4.932442705,8.3,5.59175,5.38512013295575,4.82208736430665,4.88076190166667,1,5.52047251049981,5.52047251049981,8.92740827889903,9.49509274550746,8.87525264,10,9.32443841610162,9.6,8.96,6.256,8.272,6.46134177833333,9.84946841944626,8.15540509888979,10,8.74214082956314,6.92307692307692,8.85005130521405,6.40075206791667,7.7290052814427,8.53910259508312,10,10,10,10,4.06666666666667,5.02253092857143,5.92418311764706,1.95,4.96067626720521,10,5.11239131333333,5.29092118477481,4.51614697833333,5.77777777777778,5.8975,3.77834351384784,4.99244206748974,6.06327882519493,9.33140193300173,6.25,7.21489358606555,6.87456420958253,"Europe & Central Asia","Upper-Middle Income"
2018,"BFA","Burkina Faso",6.08,3,5.21470588235294,4.91329324585149,5.06399956410222,9.77384196185286,0.849574834151673,9,4,6.5,7.39,5.91548327202135,5.02642219444444,3.80172806329167,4.74875096611111,3.3,6.49275,3.45116028915645,8.54631270208647,4.111766815,0.823529411764706,4.93486137876127,4.49943243357645,8.26782351294149,8.50443833311867,9.254224,0,6.50662146151504,7.54,7.56,7.0232,7.3744,6.4653337,3.6009122136831,5.03312295684155,10,3.32482390105724,0.769230769230769,7.3012923268016,5.28600958333333,4.17033914510574,6.64446552548682,10,7.50408881379417,10,9.16802960459806,5.18984067278187,7.796141,8.564444,4.73719142577772,6.15027489666667,10,5.78727205583333,6.88930915015137,3.77265493,4.22222222222222,7.465,4.73674092684562,5.04915451976696,6.02838485306547,8.9322615084571,3.75,6.23688212050752,6.83584384875598,"Sub-Saharan Africa","Low Income"
